timestamp,open,high,low,close,volume
2017-10-13,77.5900,77.8700,77.2900,77.4900,15250772
2017-10-12,76.4900,77.2900,76.3700,77.1200,16778148
2017-10-11,76.3600,76.4600,75.9500,76.4200,14780652
2017-10-10,76.3300,76.6300,76.1400,76.2900,13734627
2017-10-09,75.9700,76.5500,75.8600,76.2900,11364275
2017-10-06,75.6700,76.0300,75.5400,76.0000,13692791
2017-10-05,75.2200,76.1200,74.9600,75.9700,20656238
2017-10-04,74.0000,74.7200,73.7100,74.6900,13287346
2017-10-03,74.6700,74.8800,74.1950,74.2600,11935853
2017-10-02,74.7100,75.0100,74.2950,74.6100,15210338
2017-09-29,73.9400,74.5350,73.8800,74.4900,16700435
2017-09-28,73.5400,73.9700,73.3100,73.8700,10814063
2017-09-27,73.5500,74.1700,73.1700,73.8500,18934048
2017-09-26,73.6700,73.8100,72.9900,73.2600,17105469
2017-09-25,74.0900,74.2500,72.9200,73.2600,23502422
2017-09-22,73.9900,74.5100,73.8500,74.4100,13969937
2017-09-21,75.1100,75.2400,74.1100,74.2100,19038998
2017-09-20,75.3500,75.5500,74.3100,74.9400,20415084
2017-09-19,75.2100,75.7100,75.0100,75.4400,15606870
2017-09-18,75.2300,75.9700,75.0400,75.1600,22730355
2017-09-15,74.8300,75.3900,74.0700,75.3100,37901927
2017-09-14,75.0000,75.4900,74.5200,74.7700,15373384
2017-09-13,74.9300,75.2300,74.5500,75.2100,12998629
2017-09-12,74.7600,75.2400,74.3700,74.6800,14003880
2017-09-11,74.3100,74.9450,74.3100,74.7600,17428067
2017-09-08,74.3300,74.4400,73.8400,73.9800,14474383
2017-09-07,73.6800,74.6000,73.6000,74.3400,17165518
2017-09-06,73.7400,74.0400,73.3500,73.4000,15945136
2017-09-05,73.3400,73.8900,72.9800,73.6100,21432599
2017-09-01,74.7100,74.7400,73.6400,73.9400,21593192
2017-08-31,74.0300,74.9600,73.8000,74.7700,26688077
2017-08-30,73.0100,74.2099,72.8293,74.0100,16826094
2017-08-29,72.2500,73.1600,72.0500,73.0500,11325418
2017-08-28,73.0600,73.0900,72.5500,72.8300,14112777
2017-08-25,72.8600,73.3500,72.4800,72.8200,12574503
2017-08-24,72.7400,72.8600,72.0700,72.6900,15980144
2017-08-23,72.9600,73.1500,72.5300,72.7200,13586784
2017-08-22,72.3500,73.2400,72.3500,73.1600,14183146
2017-08-21,72.4700,72.4800,71.7000,72.1500,17656716
2017-08-18,72.2700,72.8400,71.9300,72.4900,18215276
2017-08-17,73.5800,73.8700,72.4000,72.4000,21834250
2017-08-16,73.3400,74.1000,73.1700,73.6500,17814317
2017-08-15,73.5900,73.5900,73.0400,73.2200,17791179
2017-08-14,73.0600,73.7200,72.9500,73.5900,19756773
2017-08-11,71.6100,72.7000,71.2800,72.5000,21121250
2017-08-10,71.9000,72.1900,71.3500,71.4100,23153711
2017-08-09,72.2500,72.5100,72.0500,72.4700,20401071
2017-08-08,72.0900,73.1300,71.7500,72.7900,21446993
2017-08-07,72.8000,72.9000,72.2600,72.4000,18705700
2017-08-04,72.4000,73.0400,72.2400,72.6800,22579000
2017-08-03,72.1900,72.4400,71.8450,72.1500,17937522
2017-08-02,72.5500,72.5600,71.4450,72.2600,26405096
2017-08-01,73.1000,73.4200,72.4900,72.5800,19060885
2017-07-31,73.3000,73.4400,72.4100,72.7000,23151962
2017-07-28,72.6700,73.3100,72.5400,73.0400,17472880
2017-07-27,73.7600,74.4200,72.3200,73.1600,35518251
2017-07-26,74.3400,74.3800,73.8100,74.0500,15850344
2017-07-25,73.8000,74.3100,73.5000,74.1900,21522189
2017-07-24,73.5300,73.7500,73.1300,73.6000,20836422
2017-07-21,73.4500,74.2900,73.1700,73.7900,45302930
2017-07-20,74.1800,74.3000,73.2800,74.2200,34174677
2017-07-19,73.5000,74.0400,73.4500,73.8600,21769229
2017-07-18,73.0900,73.3900,72.6600,73.3000,26150272
2017-07-17,72.8000,73.4500,72.7200,73.3500,21481069
2017-07-14,72.2400,73.2700,71.9600,72.7800,25689303
2017-07-13,71.5000,72.0399,71.3100,71.7700,20149208
2017-07-12,70.6900,71.2800,70.5500,71.1500,17382861
2017-07-11,70.0000,70.6800,69.7500,69.9900,16880205
2017-07-10,69.4600,70.2500,69.2000,69.9800,14903400
2017-07-07,68.7000,69.8400,68.7000,69.4600,15897154
2017-07-06,68.2700,68.7800,68.1200,68.5700,20776555
2017-07-05,68.2550,69.4400,68.2200,69.0800,20174523
2017-07-03,69.3300,69.6000,68.0200,68.1700,16165500
2017-06-30,68.7800,69.3800,68.7400,68.9300,23039328
2017-06-29,69.3800,69.4900,68.0900,68.4900,28231562
2017-06-28,69.2100,69.8410,68.7900,69.8000,25226070
2017-06-27,70.1100,70.1800,69.1800,69.2100,24862560
2017-06-26,71.4000,71.7100,70.4450,70.5300,19308122
2017-06-23,70.0900,71.2500,69.9200,71.2100,23176418
2017-06-22,70.5400,70.5900,69.7100,70.2600,22222851
2017-06-21,70.2100,70.6200,69.9400,70.2700,19190623
2017-06-20,70.8200,70.8700,69.8700,69.9100,20775590
2017-06-19,70.5000,70.9450,70.3500,70.8700,23146852
2017-06-16,69.7300,70.0252,69.2200,70.0000,46911637
2017-06-15,69.2700,70.2100,68.8000,69.9000,25701569
2017-06-14,70.9100,71.1000,69.4300,70.2700,25271276
2017-06-13,70.0200,70.8200,69.9600,70.6500,24815455
2017-06-12,69.2500,69.9400,68.1300,69.7800,47363986
2017-06-09,72.0350,72.0800,68.5900,70.3200,48619420
2017-06-08,72.5100,72.5200,71.5000,71.9500,23982410
2017-06-07,72.6350,72.7700,71.9500,72.3900,21895156
2017-06-06,72.3000,72.6200,72.2700,72.5200,31220057
2017-06-05,71.9700,72.8900,71.8100,72.2800,29507429
2017-06-02,70.4400,71.8600,70.2400,71.7600,34586054
2017-06-01,70.2400,70.6100,69.4510,70.1000,21066468
2017-05-31,70.5300,70.7400,69.8100,69.8400,29538356
2017-05-30,69.7900,70.4100,69.7700,70.4100,16901792
2017-05-26,69.8000,70.2200,69.5200,69.9600,19644260
2017-05-25,68.9700,69.8800,68.9100,69.6200,21702912
2017-05-24,68.8700,68.8800,68.4500,68.7700,14422965
2017-05-23,68.7200,68.7500,68.3800,68.6800,15347877
2017-05-22,67.8900,68.5000,67.5000,68.4500,15484530
2017-05-19,67.5000,68.0950,67.4300,67.6900,26496478
2017-05-18,67.4000,68.1300,67.1400,67.7100,24789790
2017-05-17,68.8900,69.1000,67.4300,67.4800,29964198
2017-05-16,68.2300,69.4400,68.1600,69.4100,33250702
2017-05-15,68.1400,68.4800,67.5700,68.4300,30705323
2017-05-12,68.6100,68.6100,68.0400,68.3800,17073013
2017-05-11,68.3600,68.7300,68.1200,68.4600,27985424
2017-05-10,68.9900,69.5600,68.9200,69.3100,17842038
2017-05-09,68.8600,69.2800,68.6800,69.0400,22318181
2017-05-08,68.9700,69.0500,68.4200,68.9400,18446053
2017-05-05,68.9000,69.0300,68.4850,69.0000,18882845
2017-05-04,69.0300,69.0800,68.6400,68.8100,21421413
2017-05-03,69.3800,69.3800,68.7100,69.0800,28725646
2017-05-02,69.7100,69.7100,69.1300,69.3000,23000828
2017-05-01,68.6800,69.5500,68.5000,69.4100,31304672
2017-04-28,68.9100,69.1400,67.6900,68.4600,38940853
2017-04-27,68.1500,68.3800,67.5800,68.2700,32219234
2017-04-26,68.0800,68.3100,67.6200,67.8300,25544417
2017-04-25,67.9000,68.0400,67.6000,67.9200,29983174
2017-04-24,67.4800,67.6600,67.1000,67.5300,29721254
2017-04-21,65.6700,66.7000,65.4500,66.4000,32522645
2017-04-20,65.4600,65.7500,65.1400,65.5000,22299477
2017-04-19,65.6500,65.7500,64.8900,65.0400,26992771
2017-04-18,65.3300,65.7100,65.1600,65.3900,15155611
2017-04-17,65.0400,65.4900,65.0100,65.4800,16689265
2017-04-13,65.2900,65.8600,64.9500,64.9500,17896483
2017-04-12,65.4200,65.5100,65.1100,65.2300,17108513
2017-04-11,65.6000,65.6100,64.8500,65.4800,18791533
2017-04-10,65.6100,65.8200,65.3600,65.5300,17952742
2017-04-07,65.8500,65.9600,65.4400,65.6800,14089274
2017-04-06,65.6000,66.0550,65.4800,65.7300,18103453
2017-04-05,66.3000,66.3500,65.4443,65.5600,21448594
2017-04-04,65.3900,65.8100,65.2800,65.7300,12997449
2017-04-03,65.8100,65.9400,65.1900,65.5500,20400871
2017-03-31,65.6500,66.1900,65.4500,65.8600,21040331
2017-03-30,65.4200,65.9800,65.3600,65.7100,15122823
2017-03-29,65.1200,65.5000,64.9475,65.4700,13618424
2017-03-28,64.9600,65.4700,64.6500,65.2900,20080358
2017-03-27,64.6300,65.2200,64.3500,65.1000,18614662
2017-03-24,65.3600,65.4500,64.7600,64.9800,22617105
2017-03-23,64.9400,65.2350,64.7650,64.8700,19269203
2017-03-22,64.1200,65.1400,64.1200,65.0300,20680015
2017-03-21,65.1900,65.5000,64.1300,64.2100,26640480
2017-03-20,64.9100,65.1750,64.7200,64.9300,14598083
2017-03-17,64.9100,65.2400,64.6800,64.8700,49219686
2017-03-16,64.7500,64.7600,64.3000,64.6400,20674296
2017-03-15,64.5500,64.9200,64.2500,64.7500,24833810
2017-03-14,64.5300,64.5500,64.1500,64.4100,14280202
2017-03-13,65.0100,65.1950,64.5700,64.7100,20100035
2017-03-10,65.1100,65.2600,64.7500,64.9300,19538245
2017-03-09,65.1900,65.2000,64.4800,64.7300,19846832
2017-03-08,64.2600,65.0850,64.2500,64.9900,21510907
2017-03-07,64.1900,64.7750,64.1900,64.4000,18520987
2017-03-06,63.9700,64.5600,63.8100,64.2700,18750255
2017-03-03,63.9900,64.2800,63.6200,64.2500,18139405
2017-03-02,64.6900,64.7500,63.8800,64.0100,24539597
2017-03-01,64.1300,64.9900,64.0218,64.9400,26937459
2017-02-28,64.0800,64.2000,63.7600,63.9800,23239825
2017-02-27,64.5400,64.5400,64.0450,64.2300,15871507
2017-02-24,64.5300,64.8000,64.1350,64.6200,21796800
2017-02-23,64.4200,64.7285,64.1950,64.6200,20273128
2017-02-22,64.3300,64.3900,64.0500,64.3600,19292651
2017-02-21,64.6100,64.9500,64.4500,64.4900,20655869
2017-02-17,64.4700,64.6900,64.3000,64.6200,21248818
2017-02-16,64.7400,65.2400,64.4400,64.5200,20546345
2017-02-15,64.5000,64.5700,64.1550,64.5300,17005157
2017-02-14,64.4100,64.7200,64.0200,64.5700,23108426
2017-02-13,64.2400,64.8600,64.1300,64.7200,22920101
2017-02-10,64.2500,64.3000,63.9750,64.0000,18170729
2017-02-09,63.5200,64.4350,63.3200,64.0600,22644443
2017-02-08,63.5700,63.8100,63.2200,63.3400,18096358
2017-02-07,63.7400,63.7800,63.2300,63.4300,20277226
2017-02-06,63.5000,63.6500,63.1400,63.6400,19796360
2017-02-03,63.5000,63.7000,63.0700,63.6800,30301759
2017-02-02,63.2500,63.4100,62.7500,63.1700,45827013
2017-02-01,64.3550,64.6200,63.4700,63.5800,39671528
2017-01-31,64.8600,65.1500,64.2600,64.6500,25270549
2017-01-30,65.6900,65.7900,64.8000,65.1300,31651445
2017-01-27,65.3900,65.9100,64.8900,65.7800,44817972
2017-01-26,64.1200,64.5350,63.5500,64.2700,43554645
2017-01-25,63.9500,64.1000,63.4500,63.6800,24654933
2017-01-24,63.2000,63.7350,62.9400,63.5200,24672940
2017-01-23,62.7000,63.1159,62.5700,62.9600,23097581
2017-01-20,62.6700,62.8200,62.3700,62.7400,30213462
2017-01-19,62.2400,62.9800,62.1950,62.3000,18451655
2017-01-18,62.6700,62.7000,62.1200,62.5000,19670102
2017-01-17,62.6800,62.7000,62.0300,62.5300,20663983
2017-01-13,62.6200,62.8650,62.3500,62.7000,19422310
2017-01-12,63.0600,63.4000,61.9500,62.6100,20968223
2017-01-11,62.6100,63.2300,62.4300,63.1900,21517335
2017-01-10,62.7300,63.0700,62.2800,62.6200,18593004
2017-01-09,62.7600,63.0800,62.5400,62.6400,20382730
2017-01-06,62.3000,63.1500,62.0400,62.8400,19922919
2017-01-05,62.1900,62.6600,62.0300,62.3000,24875968
2017-01-04,62.4800,62.7500,62.1200,62.3000,21339969
2017-01-03,62.7900,62.8400,62.1250,62.5800,20694101
